,K,alpha,k,accuracy,precision,recall
121,5.0,21.0,205.0,0.33,"[1.         0.17241379 0.66666667 0.5        0.625      0.
 0.         0.33333333 0.         0.36842105]","[0.63636364 1.         0.15384615 0.11111111 0.45454545 0.
 0.         0.1        0.         0.7       ]"
122,5.0,21.0,210.0,0.34,"[1.         0.17857143 1.         0.5        0.625      0.
 0.         0.5        0.         0.31818182]","[0.72727273 1.         0.15384615 0.11111111 0.45454545 0.
 0.         0.1        0.         0.7       ]"
123,5.0,21.0,215.0,0.34,"[1.         0.1754386  0.75       0.5        0.71428571 0.
 0.         0.         0.         0.33333333]","[0.72727273 1.         0.23076923 0.11111111 0.45454545 0.
 0.         0.         0.         0.7       ]"
124,5.0,21.0,220.0,0.35,"[1.         0.17857143 0.75       0.5        0.66666667 0.
 0.         0.         0.         0.35      ]","[0.72727273 1.         0.23076923 0.11111111 0.54545455 0.
 0.         0.         0.         0.7       ]"
125,5.0,21.0,225.0,0.32,"[1.         0.16666667 0.75       0.5        0.625      0.
 0.         0.         0.         0.33333333]","[0.63636364 1.         0.23076923 0.11111111 0.45454545 0.
 0.         0.         0.         0.6       ]"
126,5.0,21.0,230.0,0.3,"[1.         0.16393443 0.6        1.         0.57142857 0.
 0.         0.         0.         0.29411765]","[0.63636364 1.         0.23076923 0.11111111 0.36363636 0.
 0.         0.         0.         0.5       ]"
127,5.0,21.0,235.0,0.3,"[1.         0.16393443 0.75       1.         0.66666667 0.
 0.         0.         0.         0.26315789]","[0.63636364 1.         0.23076923 0.11111111 0.36363636 0.
 0.         0.         0.         0.5       ]"
128,5.0,21.0,240.0,0.31,"[1.         0.16666667 0.75       1.         0.625      0.
 0.         0.         0.         0.27777778]","[0.63636364 1.         0.23076923 0.11111111 0.45454545 0.
 0.         0.         0.         0.5       ]"
129,5.0,21.0,245.0,0.33,"[1.         0.16129032 0.75       1.         0.75       0.
 0.         0.         0.         0.375     ]","[0.63636364 1.         0.23076923 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
130,5.0,21.0,250.0,0.33,"[1.         0.16666667 0.75       1.         0.66666667 0.
 0.         0.         0.         0.33333333]","[0.63636364 1.         0.23076923 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
131,5.0,21.0,255.0,0.33,"[1.         0.16949153 0.6        1.         0.66666667 0.
 0.         0.         0.         0.33333333]","[0.63636364 1.         0.23076923 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
132,5.0,21.0,260.0,0.33,"[1.         0.17241379 0.5        1.         0.66666667 0.
 0.         0.         0.         0.33333333]","[0.63636364 1.         0.23076923 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
133,5.0,21.0,265.0,0.36,"[1.         0.19230769 0.46153846 1.         0.75       0.
 0.         0.         0.         0.31578947]","[0.63636364 1.         0.46153846 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
134,5.0,21.0,270.0,0.36,"[1.         0.18       0.5        1.         0.85714286 0.
 0.         0.         0.         0.28571429]","[0.63636364 0.9        0.53846154 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
135,5.0,21.0,275.0,0.36,"[1.         0.17391304 0.46666667 1.         0.85714286 0.
 0.         0.         0.         0.29166667]","[0.63636364 0.8        0.53846154 0.11111111 0.54545455 0.
 0.         0.         0.         0.7       ]"
136,5.0,21.0,280.0,0.36,"[1.         0.18181818 0.5        1.         0.66666667 0.
 0.         0.         0.         0.26086957]","[0.63636364 0.8        0.61538462 0.11111111 0.54545455 0.
 0.         0.         0.         0.6       ]"
137,5.0,21.0,285.0,0.39,"[1.         0.20512821 0.47619048 1.         0.75       0.
 0.         0.         0.         0.29166667]","[0.63636364 0.8        0.76923077 0.11111111 0.54545455 0.
 0.         0.         0.         0.7       ]"
138,5.0,21.0,290.0,0.37,"[1.         0.22222222 0.41666667 1.         0.75       0.
 0.         0.         0.         0.26923077]","[0.45454545 0.8        0.76923077 0.11111111 0.54545455 0.
 0.         0.         0.         0.7       ]"
139,5.0,21.0,295.0,0.36,"[1.         0.21212121 0.37037037 1.         0.66666667 0.
 0.         0.         0.         0.28      ]","[0.45454545 0.7        0.76923077 0.11111111 0.54545455 0.
 0.         0.         0.         0.7       ]"
140,5.0,21.0,300.0,0.34,"[1.         0.17241379 0.3125     0.5        0.66666667 0.
 0.         0.         0.         0.30434783]","[0.45454545 0.5        0.76923077 0.11111111 0.54545455 0.
 0.         0.         0.         0.7       ]"
141,5.0,21.0,305.0,0.29,"[1.         0.11538462 0.26315789 0.         0.625      0.
 0.         0.         0.         0.27272727]","[0.45454545 0.3        0.76923077 0.         0.45454545 0.
 0.         0.         0.         0.6       ]"
142,5.0,21.0,310.0,0.27,"[1.         0.04761905 0.23255814 0.         0.57142857 0.
 0.         0.         0.         0.26086957]","[0.54545455 0.1        0.76923077 0.         0.36363636 0.
 0.         0.         0.         0.6       ]"
143,5.0,21.0,315.0,0.29,"[1.         0.         0.20833333 0.         0.625      0.
 0.         0.         0.         0.34782609]","[0.54545455 0.         0.76923077 0.         0.45454545 0.
 0.         0.         0.         0.8       ]"
144,5.0,21.0,320.0,0.28,"[1.         0.         0.19607843 0.         0.625      0.
 0.         0.         0.         0.31818182]","[0.54545455 0.         0.76923077 0.         0.45454545 0.
 0.         0.         0.         0.7       ]"
145,5.0,21.0,325.0,0.3,"[1.         0.         0.2037037  0.         0.66666667 0.
 0.         0.         0.         0.33333333]","[0.54545455 0.         0.84615385 0.         0.54545455 0.
 0.         0.         0.         0.7       ]"
146,5.0,21.0,330.0,0.27,"[1.         0.         0.18333333 0.         0.625      0.
 0.         0.         0.         0.3       ]","[0.45454545 0.         0.84615385 0.         0.45454545 0.
 0.         0.         0.         0.6       ]"
147,5.0,21.0,335.0,0.27,"[1.         0.         0.16923077 0.         0.5        0.
 0.         0.         0.         0.33333333]","[0.54545455 0.         0.84615385 0.         0.36363636 0.
 0.         0.         0.         0.6       ]"
148,5.0,21.0,340.0,0.27,"[1.         0.         0.16666667 0.         0.5        0.
 0.         0.         0.         0.33333333]","[0.54545455 0.         0.84615385 0.         0.36363636 0.
 0.         0.         0.         0.6       ]"
149,5.0,21.0,345.0,0.25,"[1.         0.         0.15714286 0.         0.44444444 0.
 0.         0.         0.         0.33333333]","[0.45454545 0.         0.84615385 0.         0.36363636 0.
 0.         0.         0.         0.5       ]"
150,5.0,21.0,350.0,0.24,"[1.         0.         0.14864865 0.         0.42857143 0.
 0.         0.         0.         0.33333333]","[0.54545455 0.         0.84615385 0.         0.27272727 0.
 0.         0.         0.         0.4       ]"
151,5.0,21.0,355.0,0.2,"[1.         0.         0.14814815 0.         0.25       0.
 0.         0.         0.         0.22222222]","[0.45454545 0.         0.92307692 0.         0.09090909 0.
 0.         0.         0.         0.2       ]"
152,5.0,21.0,360.0,0.19,"[1.         0.         0.14772727 0.         0.         0.
 0.         0.         0.         0.16666667]","[0.45454545 0.         1.         0.         0.         0.
 0.         0.         0.         0.1       ]"
153,5.0,21.0,365.0,0.19,"[1.         0.         0.14444444 0.         0.         0.
 0.         0.         0.         0.25      ]","[0.45454545 0.         1.         0.         0.         0.
 0.         0.         0.         0.1       ]"
154,5.0,21.0,370.0,0.18,"[1.         0.         0.13978495 0.         0.         0.
 0.         0.         0.         1.        ]","[0.36363636 0.         1.         0.         0.         0.
 0.         0.         0.         0.1       ]"
155,5.0,21.0,375.0,0.17,"[1.         0.         0.13829787 0.         0.         0.
 0.         0.         0.         1.        ]","[0.27272727 0.         1.         0.         0.         0.
 0.         0.         0.         0.1       ]"
156,5.0,21.0,380.0,0.16,"[1.         0.         0.13541667 0.         0.         0.
 0.         0.         0.         0.        ]","[0.27272727 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
157,5.0,21.0,385.0,0.16,"[1.         0.         0.13402062 0.         0.         0.
 0.         0.         0.         0.        ]","[0.27272727 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
158,5.0,21.0,390.0,0.14,"[1.         0.         0.13131313 0.         0.         0.
 0.         0.         0.         0.        ]","[0.09090909 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
159,5.0,21.0,395.0,0.13,[0.   0.   0.13 0.   0.   0.   0.   0.   0.   0.  ],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
160,5.0,21.0,1.0,0.78,"[0.9        0.76923077 1.         0.75       0.76923077 0.57142857
 0.71428571 0.88888889 0.8        0.61538462]","[0.81818182 1.         0.76923077 0.6        0.90909091 0.5
 0.55555556 0.88888889 0.88888889 0.8       ]"
161,5.0,21.0,5.0,0.8,"[0.9        0.625      0.9        0.85714286 0.76923077 0.83333333
 0.75       0.9        1.         0.69230769]","[0.81818182 1.         0.69230769 0.6        0.90909091 0.625
 0.66666667 1.         0.77777778 0.9       ]"
162,5.0,21.0,10.0,0.77,"[0.81818182 0.58823529 1.         0.75       0.76923077 0.8
 0.83333333 0.75       1.         0.69230769]","[0.81818182 1.         0.53846154 0.6        0.90909091 0.5
 0.55555556 1.         0.88888889 0.9       ]"
163,5.0,21.0,15.0,0.73,"[0.9        0.55555556 0.88888889 0.75       0.8        0.6
 0.71428571 0.75       0.85714286 0.64285714]","[0.81818182 1.         0.61538462 0.6        0.72727273 0.375
 0.55555556 1.         0.66666667 0.9       ]"
164,5.0,21.0,20.0,0.68,"[0.81818182 0.5        0.875      0.625      0.8        0.5
 0.57142857 0.8        1.         0.5625    ]","[0.81818182 1.         0.53846154 0.5        0.72727273 0.25
 0.44444444 0.88888889 0.66666667 0.9       ]"
165,5.0,21.0,25.0,0.67,"[0.9        0.45454545 0.75       0.75       0.72727273 0.5
 0.8        0.72727273 1.         0.5625    ]","[0.81818182 1.         0.46153846 0.6        0.72727273 0.25
 0.44444444 0.88888889 0.55555556 0.9       ]"
166,5.0,21.0,30.0,0.61,"[0.81818182 0.41666667 0.625      0.4        0.7        0.5
 0.8        0.88888889 0.83333333 0.5       ]","[0.81818182 1.         0.38461538 0.2        0.63636364 0.25
 0.44444444 0.88888889 0.55555556 0.9       ]"
167,5.0,21.0,35.0,0.63,"[0.9        0.4        0.71428571 0.57142857 0.7        0.5
 0.66666667 0.88888889 0.85714286 0.52941176]","[0.81818182 1.         0.38461538 0.4        0.63636364 0.125
 0.44444444 0.88888889 0.66666667 0.9       ]"
168,5.0,21.0,40.0,0.6,"[0.9        0.38461538 0.71428571 0.66666667 0.7        0.33333333
 0.66666667 0.85714286 0.83333333 0.47368421]","[0.81818182 1.         0.38461538 0.4        0.63636364 0.125
 0.44444444 0.66666667 0.55555556 0.9       ]"
169,5.0,21.0,45.0,0.59,"[0.9        0.35714286 0.71428571 0.66666667 0.7        0.5
 0.66666667 0.85714286 0.8        0.47368421]","[0.81818182 1.         0.38461538 0.4        0.63636364 0.125
 0.44444444 0.66666667 0.44444444 0.9       ]"
170,5.0,21.0,50.0,0.61,"[0.9        0.34482759 0.85714286 0.6        0.7        1.
 0.66666667 0.77777778 1.         0.5       ]","[0.81818182 1.         0.46153846 0.3        0.63636364 0.125
 0.44444444 0.77777778 0.55555556 0.9       ]"
171,5.0,21.0,55.0,0.58,"[0.9        0.34482759 0.83333333 0.6        0.66666667 1.
 0.57142857 0.85714286 1.         0.42857143]","[0.81818182 1.         0.38461538 0.3        0.54545455 0.125
 0.44444444 0.66666667 0.55555556 0.9       ]"
172,5.0,21.0,60.0,0.58,"[1.         0.33333333 0.85714286 0.66666667 0.66666667 0.
 0.66666667 0.85714286 1.         0.40909091]","[0.81818182 1.         0.46153846 0.4        0.54545455 0.
 0.44444444 0.66666667 0.44444444 0.9       ]"
173,5.0,21.0,65.0,0.58,"[1.         0.33333333 0.85714286 0.66666667 0.66666667 0.
 0.66666667 0.75       1.         0.45      ]","[0.81818182 1.         0.46153846 0.4        0.54545455 0.
 0.44444444 0.66666667 0.44444444 0.9       ]"
174,5.0,21.0,70.0,0.57,"[1.         0.32258065 0.85714286 0.66666667 0.7        0.
 0.66666667 0.71428571 1.         0.45      ]","[0.81818182 1.         0.46153846 0.4        0.63636364 0.
 0.44444444 0.55555556 0.33333333 0.9       ]"
175,5.0,21.0,75.0,0.56,"[0.9        0.32258065 0.85714286 0.66666667 0.72727273 0.
 0.6        0.83333333 1.         0.42857143]","[0.81818182 1.         0.46153846 0.4        0.72727273 0.
 0.33333333 0.55555556 0.22222222 0.9       ]"
176,5.0,21.0,80.0,0.54,"[0.81818182 0.3030303  0.85714286 0.8        0.77777778 0.
 0.6        0.83333333 1.         0.38095238]","[0.81818182 1.         0.46153846 0.4        0.63636364 0.
 0.33333333 0.55555556 0.22222222 0.8       ]"
177,5.0,21.0,85.0,0.55,"[0.9        0.32258065 0.85714286 0.66666667 0.8        0.
 0.66666667 0.57142857 1.         0.38095238]","[0.81818182 1.         0.46153846 0.4        0.72727273 0.
 0.44444444 0.44444444 0.22222222 0.8       ]"
178,5.0,21.0,90.0,0.5,"[0.81818182 0.3030303  0.83333333 0.5        0.7        0.
 0.75       0.5        1.         0.36363636]","[0.81818182 1.         0.38461538 0.3        0.63636364 0.
 0.33333333 0.33333333 0.22222222 0.8       ]"
179,5.0,21.0,95.0,0.51,"[1.         0.29411765 0.83333333 0.6        0.7        0.
 0.8        0.6        1.         0.33333333]","[0.81818182 1.         0.38461538 0.3        0.63636364 0.
 0.44444444 0.33333333 0.22222222 0.8       ]"
180,5.0,21.0,100.0,0.49,"[0.9        0.29411765 0.83333333 0.6        0.6        0.
 1.         0.6        1.         0.29166667]","[0.81818182 1.         0.38461538 0.3        0.54545455 0.
 0.33333333 0.33333333 0.33333333 0.7       ]"
181,5.0,21.0,105.0,0.48,"[0.81818182 0.27272727 0.71428571 0.6        0.75       0.
 1.         0.66666667 1.         0.2962963 ]","[0.81818182 0.9        0.38461538 0.3        0.54545455 0.
 0.33333333 0.22222222 0.33333333 0.8       ]"
182,5.0,21.0,110.0,0.45,"[0.81818182 0.26470588 0.66666667 0.6        0.66666667 0.
 1.         0.66666667 1.         0.25925926]","[0.81818182 0.9        0.30769231 0.3        0.54545455 0.
 0.33333333 0.22222222 0.22222222 0.7       ]"
183,5.0,21.0,115.0,0.46,"[1.         0.26470588 0.66666667 0.6        0.63636364 0.
 1.         0.5        1.         0.25925926]","[0.81818182 0.9        0.30769231 0.3        0.63636364 0.
 0.44444444 0.11111111 0.22222222 0.7       ]"
184,5.0,21.0,120.0,0.47,"[1.         0.26315789 0.66666667 0.6        0.63636364 0.
 1.         0.5        1.         0.30434783]","[0.81818182 1.         0.30769231 0.3        0.63636364 0.
 0.44444444 0.11111111 0.22222222 0.7       ]"
185,5.0,21.0,125.0,0.46,"[1.         0.23076923 0.6        0.6        0.7        0.
 1.         1.         1.         0.32      ]","[0.81818182 0.9        0.23076923 0.3        0.63636364 0.
 0.44444444 0.11111111 0.22222222 0.8       ]"
186,5.0,21.0,130.0,0.46,"[1.         0.21428571 0.6        0.75       0.7        0.
 1.         1.         1.         0.34782609]","[0.81818182 0.9        0.23076923 0.3        0.63636364 0.
 0.44444444 0.11111111 0.22222222 0.8       ]"
187,5.0,21.0,135.0,0.46,"[1.         0.2195122  0.66666667 0.6        0.7        0.
 1.         1.         1.         0.31818182]","[0.81818182 0.9        0.30769231 0.3        0.63636364 0.
 0.44444444 0.11111111 0.22222222 0.7       ]"
188,5.0,21.0,140.0,0.44,"[1.         0.21428571 0.6        0.75       0.66666667 0.
 1.         1.         1.         0.32      ]","[0.81818182 0.9        0.23076923 0.3        0.54545455 0.
 0.44444444 0.11111111 0.11111111 0.8       ]"
189,5.0,21.0,145.0,0.45,"[1.         0.21428571 0.66666667 0.75       0.77777778 0.
 1.         0.5        1.         0.33333333]","[0.81818182 0.9        0.30769231 0.3        0.63636364 0.
 0.33333333 0.11111111 0.11111111 0.8       ]"
190,5.0,21.0,150.0,0.45,"[1.         0.20930233 0.6        0.75       0.77777778 0.
 1.         1.         1.         0.36      ]","[0.81818182 0.9        0.23076923 0.3        0.63636364 0.
 0.33333333 0.11111111 0.11111111 0.9       ]"
191,5.0,21.0,155.0,0.42,"[1.         0.2        0.5        0.75       0.77777778 0.
 1.         1.         0.         0.30434783]","[0.81818182 0.9        0.23076923 0.3        0.63636364 0.
 0.33333333 0.11111111 0.         0.7       ]"
192,5.0,21.0,160.0,0.41,"[1.         0.2        0.5        0.75       0.77777778 0.
 1.         0.         0.         0.29166667]","[0.81818182 0.9        0.23076923 0.3        0.63636364 0.
 0.33333333 0.         0.         0.7       ]"
193,5.0,21.0,165.0,0.38,"[1.         0.19565217 0.5        0.66666667 0.7        0.
 1.         0.         0.         0.2173913 ]","[0.81818182 0.9        0.23076923 0.2        0.63636364 0.
 0.33333333 0.         0.         0.5       ]"
194,5.0,21.0,170.0,0.37,"[1.         0.19565217 0.5        0.66666667 0.7        0.
 1.         0.         0.         0.20833333]","[0.81818182 0.9        0.23076923 0.2        0.63636364 0.
 0.22222222 0.         0.         0.5       ]"
195,5.0,21.0,175.0,0.35,"[1.         0.1875     0.6        0.66666667 0.66666667 0.
 1.         0.         0.         0.16666667]","[0.81818182 0.9        0.23076923 0.2        0.54545455 0.
 0.22222222 0.         0.         0.4       ]"
196,5.0,21.0,180.0,0.36,"[1.         0.1875     0.6        0.66666667 0.66666667 0.
 1.         0.         0.         0.20833333]","[0.81818182 0.9        0.23076923 0.2        0.54545455 0.
 0.22222222 0.         0.         0.5       ]"
197,5.0,21.0,185.0,0.33,"[1.         0.18367347 0.5        0.66666667 0.63636364 0.
 0.         0.         0.         0.2       ]","[0.72727273 0.9        0.15384615 0.2        0.63636364 0.
 0.         0.         0.         0.5       ]"
198,5.0,21.0,190.0,0.33,"[1.         0.1875     0.5        0.66666667 0.63636364 0.
 0.         0.         0.         0.19230769]","[0.72727273 0.9        0.15384615 0.2        0.63636364 0.
 0.         0.         0.         0.5       ]"
199,5.0,21.0,195.0,0.33,"[1.         0.1875     0.6        0.5        0.66666667 0.
 0.         0.         0.         0.19230769]","[0.72727273 0.9        0.23076923 0.2        0.54545455 0.
 0.         0.         0.         0.5       ]"
200,5.0,21.0,200.0,0.32,"[1.         0.18       0.6        0.5        0.66666667 0.
 0.         0.         0.         0.19230769]","[0.72727273 0.9        0.23076923 0.1        0.54545455 0.
 0.         0.         0.         0.5       ]"
201,5.0,21.0,205.0,0.32,"[1.         0.18       0.6        0.5        0.66666667 0.
 0.         0.         0.         0.19230769]","[0.72727273 0.9        0.23076923 0.1        0.54545455 0.
 0.         0.         0.         0.5       ]"
202,5.0,21.0,210.0,0.31,"[1.         0.18       0.5        0.5        0.6        0.
 0.         0.         0.         0.19230769]","[0.72727273 0.9        0.15384615 0.1        0.54545455 0.
 0.         0.         0.         0.5       ]"
203,5.0,21.0,215.0,0.32,"[1.         0.17647059 0.6        0.         0.66666667 0.
 0.         0.         0.         0.2       ]","[0.81818182 0.9        0.23076923 0.         0.54545455 0.
 0.         0.         0.         0.5       ]"
204,5.0,21.0,220.0,0.32,"[1.         0.17307692 0.6        0.         0.6        0.
 0.         0.         0.         0.2173913 ]","[0.81818182 0.9        0.23076923 0.         0.54545455 0.
 0.         0.         0.         0.5       ]"
205,5.0,21.0,225.0,0.3,"[1.         0.16981132 0.6        0.         0.6        0.
 0.         0.         0.         0.17391304]","[0.72727273 0.9        0.23076923 0.         0.54545455 0.
 0.         0.         0.         0.4       ]"
206,5.0,21.0,230.0,0.31,"[1.         0.17307692 0.66666667 0.         0.6        0.
 0.         0.         0.         0.17391304]","[0.72727273 0.9        0.30769231 0.         0.54545455 0.
 0.         0.         0.         0.4       ]"
207,5.0,21.0,235.0,0.32,"[1.         0.17647059 0.66666667 0.         0.625      0.
 0.         0.         0.         0.23076923]","[0.72727273 0.9        0.30769231 0.         0.45454545 0.
 0.         0.         0.         0.6       ]"
208,5.0,21.0,240.0,0.33,"[1.         0.17647059 0.71428571 0.         0.625      0.
 0.         0.         0.         0.24      ]","[0.72727273 0.9        0.38461538 0.         0.45454545 0.
 0.         0.         0.         0.6       ]"
209,5.0,21.0,245.0,0.35,"[1.         0.1875     0.66666667 0.         0.66666667 0.
 0.         0.         0.         0.24      ]","[0.72727273 0.9        0.46153846 0.         0.54545455 0.
 0.         0.         0.         0.6       ]"
210,5.0,21.0,250.0,0.34,"[1.         0.19148936 0.54545455 0.         0.625      0.
 0.         0.         0.         0.24      ]","[0.72727273 0.9        0.46153846 0.         0.45454545 0.
 0.         0.         0.         0.6       ]"
211,5.0,21.0,255.0,0.34,"[1.         0.19565217 0.5        0.         0.71428571 0.
 0.         0.         0.         0.23076923]","[0.72727273 0.9        0.46153846 0.         0.45454545 0.
 0.         0.         0.         0.6       ]"
212,5.0,21.0,260.0,0.32,"[1.         0.19565217 0.41666667 0.         0.55555556 0.
 0.         0.         0.         0.20833333]","[0.72727273 0.9        0.38461538 0.         0.45454545 0.
 0.         0.         0.         0.5       ]"
213,5.0,21.0,265.0,0.34,"[1.         0.19565217 0.46153846 0.         0.6        0.
 0.         0.         0.         0.22727273]","[0.72727273 0.9        0.46153846 0.         0.54545455 0.
 0.         0.         0.         0.5       ]"
214,5.0,21.0,270.0,0.35,"[1.         0.2        0.46666667 0.         0.7        0.
 0.         0.         0.         0.22727273]","[0.63636364 0.9        0.53846154 0.         0.63636364 0.
 0.         0.         0.         0.5       ]"
215,5.0,21.0,275.0,0.36,"[1.         0.2195122  0.4        0.         0.63636364 0.
 0.         0.         0.         0.25      ]","[0.72727273 0.9        0.46153846 0.         0.63636364 0.
 0.         0.         0.         0.6       ]"
216,5.0,21.0,280.0,0.35,"[1.         0.24324324 0.31578947 0.         0.6        0.
 0.         0.         0.         0.24      ]","[0.72727273 0.9        0.46153846 0.         0.54545455 0.
 0.         0.         0.         0.6       ]"
217,5.0,21.0,285.0,0.41,"[1.         0.27272727 0.40909091 0.         0.77777778 0.
 0.         0.         0.         0.2962963 ]","[0.72727273 0.9        0.69230769 0.         0.63636364 0.
 0.         0.         0.         0.8       ]"
218,5.0,21.0,290.0,0.39,"[1.         0.26666667 0.38461538 0.         0.8        0.
 0.         0.         0.         0.3       ]","[0.72727273 0.8        0.76923077 0.         0.36363636 0.
 0.         0.         0.         0.9       ]"
219,5.0,21.0,295.0,0.4,"[1.         0.28571429 0.39285714 0.         0.8        0.
 0.         0.         0.         0.3       ]","[0.72727273 0.8        0.84615385 0.         0.36363636 0.
 0.         0.         0.         0.9       ]"
220,5.0,21.0,300.0,0.37,"[1.         0.2173913  0.32352941 0.         0.8        0.
 0.         0.         0.         0.31034483]","[0.72727273 0.5        0.84615385 0.         0.36363636 0.
 0.         0.         0.         0.9       ]"
221,5.0,21.0,305.0,0.36,"[1.         0.2        0.2972973  0.         0.8        0.
 0.         0.         0.         0.31034483]","[0.72727273 0.4        0.84615385 0.         0.36363636 0.
 0.         0.         0.         0.9       ]"
222,5.0,21.0,310.0,0.36,"[1.         0.26666667 0.25641026 0.         0.66666667 0.
 0.         0.         0.         0.3125    ]","[0.72727273 0.4        0.76923077 0.         0.36363636 0.
 0.         0.         0.         1.        ]"
223,5.0,21.0,315.0,0.35,"[1.         0.11111111 0.25       0.         0.83333333 0.
 0.         0.         0.         0.31034483]","[0.72727273 0.1        0.92307692 0.         0.45454545 0.
 0.         0.         0.         0.9       ]"
224,5.0,21.0,320.0,0.33,"[1.         0.         0.22641509 0.         0.83333333 0.
 0.         0.         0.         0.32142857]","[0.63636364 0.         0.92307692 0.         0.45454545 0.
 0.         0.         0.         0.9       ]"
225,5.0,21.0,325.0,0.34,"[1.         0.         0.22807018 0.         1.         0.
 0.         0.         0.         0.33333333]","[0.63636364 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.9       ]"
226,5.0,21.0,330.0,0.35,"[1.         0.         0.20634921 0.         0.83333333 0.
 0.         0.         0.         0.40909091]","[0.72727273 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.9       ]"
227,5.0,21.0,335.0,0.31,"[0.875     0.        0.1969697 0.        0.8       0.        0.
 0.        0.        0.35     ]","[0.63636364 0.         1.         0.         0.36363636 0.
 0.         0.         0.         0.7       ]"
228,5.0,21.0,340.0,0.32,"[0.875      0.         0.1969697  0.         0.8        0.
 0.         0.         0.         0.38095238]","[0.63636364 0.         1.         0.         0.36363636 0.
 0.         0.         0.         0.8       ]"
229,5.0,21.0,345.0,0.28,"[0.875      0.         0.17567568 0.         0.8        0.
 0.         0.         0.         0.30769231]","[0.63636364 0.         1.         0.         0.36363636 0.
 0.         0.         0.         0.4       ]"
230,5.0,21.0,350.0,0.25,"[0.83333333 0.         0.16455696 0.         0.8        0.
 0.         0.         0.         0.3       ]","[0.45454545 0.         1.         0.         0.36363636 0.
 0.         0.         0.         0.3       ]"
231,5.0,21.0,355.0,0.23,"[0.71428571 0.         0.15662651 0.         0.66666667 0.
 0.         0.         0.         0.25      ]","[0.45454545 0.         1.         0.         0.36363636 0.
 0.         0.         0.         0.1       ]"
232,5.0,21.0,360.0,0.2,"[0.71428571 0.         0.14772727 0.         0.5        0.
 0.         0.         0.         0.33333333]","[0.45454545 0.         1.         0.         0.09090909 0.
 0.         0.         0.         0.1       ]"
233,5.0,21.0,365.0,0.17,"[0.66666667 0.         0.14285714 0.         0.         0.
 0.         0.         0.         0.        ]","[0.36363636 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
234,5.0,21.0,370.0,0.16,"[0.6        0.         0.13978495 0.         0.         0.
 0.         0.         0.         0.        ]","[0.27272727 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
235,5.0,21.0,375.0,0.15,"[0.5        0.         0.13829787 0.         0.         0.
 0.         0.         0.         0.        ]","[0.18181818 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
236,5.0,21.0,380.0,0.14,"[0.33333333 0.         0.13684211 0.         0.         0.
 0.         0.         0.         0.        ]","[0.09090909 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
237,5.0,21.0,385.0,0.14,"[0.25       0.         0.13684211 0.         0.         0.
 0.         0.         0.         0.        ]","[0.09090909 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
238,5.0,21.0,390.0,0.13,"[0.         0.         0.13131313 0.         0.         0.
 0.         0.         0.         0.        ]",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
239,5.0,21.0,395.0,0.13,[0.   0.   0.13 0.   0.   0.   0.   0.   0.   0.  ],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
240,5.0,21.0,1.0,0.79,"[0.84615385 0.71428571 0.88888889 0.8        0.77777778 0.83333333
 0.85714286 0.72727273 0.75       0.76923077]","[1.         1.         0.61538462 0.8        0.63636364 0.625
 0.66666667 0.88888889 0.75       0.90909091]"
241,5.0,21.0,5.0,0.78,"[0.73333333 0.58823529 0.875      0.90909091 0.75       0.66666667
 1.         0.88888889 1.         0.71428571]","[1.         1.         0.53846154 1.         0.54545455 0.5
 0.66666667 0.88888889 0.75       0.90909091]"
242,5.0,21.0,10.0,0.76,"[0.78571429 0.52631579 1.         0.90909091 0.625      0.6
 1.         0.8        1.         0.71428571]","[1.         1.         0.46153846 1.         0.45454545 0.375
 0.77777778 0.88888889 0.75       0.90909091]"
243,5.0,21.0,15.0,0.76,"[0.78571429 0.5        1.         1.         0.71428571 0.6
 1.         0.8        1.         0.66666667]","[1.         1.         0.53846154 1.         0.45454545 0.375
 0.66666667 0.88888889 0.75       0.90909091]"
244,5.0,21.0,20.0,0.75,"[0.78571429 0.5        1.         1.         0.71428571 0.5
 1.         0.8        1.         0.625     ]","[1.         1.         0.53846154 1.         0.45454545 0.25
 0.66666667 0.88888889 0.75       0.90909091]"
